Plate IFU PA_Ha PA_Ha_Error Ha_Vsyst PA_Stellar PA_Stellar_Error Stellar_Vsyst PA_drpall
9510 6104 48.5 6.5 -1.3371624900851486 98.0 43.25 -9.00619266398716 142.93099975585938
9509 3701 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 149.85299682617188
9509 1902 99.0 12.75 -6.561743547683098 103.5 14.0 -4.064778934440241 113.02899932861328
8942 6101 135.5 43.5 -15.979981860369087 317.0 54.00000000000001 -0.09540468402742341 159.87100219726562
9510 3701 92.5 89.75 -1.6438377575461693 233.0 13.0 -7.749182603310132 49.87419891357422
8319 3702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 32.7859001159668
8319 6104 21.5 53.75000000000001 1.8364482732169745 245.0 17.0 17.479003021182365 131.69200134277344
8325 6101 154.0 2.5 13.675071254393835 235.0 26.25 8.144434843000546 41.07740020751953
8325 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 161.40899658203125
8325 1902 111.5 25.25 7.215683715273222 124.0 13.25 7.108471019529034 124.66000366210938
8329 1902 358.5 13.000000000000007 1.426567652451439 321.0 89.75 14.12165646774532 115.58899688720703
8326 3701 241.5 2.75 30.60566275608614 79.5 4.75 16.81621187144723 93.643798828125
8329 1901 242.0 3.5 32.633096318081726 81.0 4.5 14.894629328809458 93.643798828125
8980 3701 289.0 16.5 30.521233415388465 194.0 89.75 11.276145113825898 28.16830062866211
8980 1902 10.5 12.250000000000005 26.801817579005107 180.5 7.250000000000002 17.490019246938004 3.204930067062378
8980 12703 323.5 9.5 -1.1183752800419526 4.0 86.5 -3.738276913431516 135.39700317382812
9871 9102 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 9.344189643859863
8591 3702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 151.56500244140625
8591 6101 208.5 2.5 69.2313973750019 153.5 9.75 19.725130085718845 146.40499877929688
8591 3701 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 21.458599090576172
8547 9101 257.0 24.75 -19.92623480879428 306.0 6.5 32.191389215708995 167.11099243164062
8595 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 146.48800659179688
8592 3701 36.0 5.25 39.79643608772278 41.0 2.25 37.21907745407795 39.97060012817383
9865 12703 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 94.36470031738281
8551 3703 235.0 6.5 38.62115916885494 108.5 11.0 27.32120958401839 119.43699645996094
9037 6103 199.0 5.75 13.552297397280094 222.0 10.75 18.264939885627843 51.595401763916016
9037 1902 131.5 10.75 -1.8614945116141648 131.5 11.75 -0.2461902550972539 133.50999450683594
9035 1901 333.0 20.5 6.81334114074707 332.5 19.25 7.212259781611529 153.71499633789062
8551 3704 202.0 9.5 3.7962429621194214 210.0 15.25 2.712114716686732 78.15280151367188
9036 1902 156.5 56.50000000000001 0.08529204469806895 324.5 16.0 0.0035171790929382496 145.21400451660156
