Plate IFU PA_Ha PA_Ha_Error Ha_Vsyst PA_Stellar PA_Stellar_Error Stellar_Vsyst PA_drpall
9042 3704 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 146.48500061035156
8439 6104 284.5 1.25 12.507471844445405 5.5 2.5 19.324674867602134 52.16299819946289
9502 9101 68.5 2.75 28.87821294377261 282.0 3.0 -0.2148023371847625 92.68689727783203
8943 12705 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 21.239700317382812
8274 12705 326.0 2.25 85.26106939066179 343.5 1.0 105.0283103011575 156.19000244140625
9043 12703 103.5 9.75 -30.881651253087398 2.5 8.000000000000004 -12.317446367995785 87.11009979248047
8727 3703 18.5 2.75 -180.05335235595703 143.0 12.0 -194.60760605795173 132.8699951171875
8612 1901 37.5 0.5 -280.0738545237855 35.0 0.5 -319.5341935407105 146.5659942626953
9044 6104 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 59.15879821777344
8482 1901 322.5 47.00000000000001 1.4417149972458851 271.0 31.75 14.390541972015594 118.46499633789062
8443 6101 216.5 1.5 52.38155077976157 65.0 5.0 28.069819812416416 60.93989944458008
8454 12705 129.0 13.5 -30.732881895391067 174.5 16.750000000000007 -43.0230468922935 88.74739837646484
8256 12705 325.5 0.75 89.58553255280512 336.0 0.5 103.51173448913215 156.19000244140625
8948 1901 184.5 4.25 103.14712706593247 22.0 3.0 57.74163256659574 20.30109977722168
8158 3701 288.5 5.5 40.56975939604702 288.0 1.5 32.634624849836285 109.99199676513672
7992 12702 276.5 4.25 3.292277380922073 34.0 12.75 3.0562333252016245 19.058700561523438
7992 3701 126.0 9.75 -6.487923438429604 334.5 10.0 -1.6475011587851434 157.322998046875
7992 12705 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 18.096599578857422
8611 1902 224.5 3.0 11.89776806289072 226.0 4.25 12.152552275176948 46.183101654052734
7991 3704 164.5 2.25 21.07144424016727 161.5 2.5 15.810344167998352 162.41299438476562
7990 3701 278.0 3.75 16.820047435252206 275.0 8.75 19.579376282770852 91.21389770507812
8625 6103 196.0 1.0 47.21852435086498 55.5 16.0 17.471232437885966 177.5330047607422
8626 12701 18.5 3.75 57.52111754722405 269.0 3.0 63.21159823990123 107.89700317382812
7990 12705 104.5 0.5 0.0 243.0 35.0 -9.585518026288026 108.99299621582031
9196 1901 310.0 3.75 27.79455423313192 110.5 3.0 10.944239008339082 109.4729995727539
8611 6101 182.5 2.25 3.613823425712468 57.0 4.25 15.000128408066786 56.950599670410156
9196 12702 202.0 23.25 12.522222564857792 324.0 3.5 0.0 2.0418100357055664
8655 9101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 45.60940170288086
8153 9101 77.5 5.75 -18.02892595775515 70.5 24.5 -2.776061417779202 86.0457992553711
8153 6104 51.5 0.5 12.120466653475695 41.0 6.0 2.4804614651152264 56.29750061035156
8077 3701 265.0 3.5 10.423420589748119 262.5 2.25 6.370227294096463 64.6239013671875
8153 12703 357.5 14.750000000000007 2.1456266943249496 344.0 25.999999999999996 0.7893424792967281 154.03399658203125
8077 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 71.80860137939453
8077 6101 103.0 2.25 13.91075349269018 106.5 29.0 0.4638252258300781 60.27510070800781
8077 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 129.24200439453125
8154 6103 110.5 3.0 20.079130676199327 131.0 9.5 8.584405597060696 119.83799743652344
8154 3704 237.5 5.75 -9.158138607734863 278.5 3.75 -8.045990359398317 100.86499786376953
8081 12701 98.5 3.5 -13.178392539272018 87.5 4.25 1.541377376763612 53.2317008972168
9194 3704 168.5 7.25 15.843741387835763 98.0 18.25 3.1872206753755385 67.96399688720703
9194 1902 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 34.707000732421875
9193 1902 242.5 4.25 28.378043603785272 239.5 3.5 26.485570932932156 57.36109924316406
8082 1901 334.5 14.25 7.709009710275176 192.5 89.75 4.47060393430537 163.0229949951172
8081 3702 216.0 89.75 9.915952846728253 199.0 89.75 8.149259090423584 176.6439971923828
8083 3701 191.5 89.75 1.9477867393615362 198.5 89.75 3.008913813614092 122.0999984741211
8083 1902 324.5 3.0 26.934946309095913 295.0 34.25 14.227164099916308 102.89399719238281
8084 6104 220.0 6.75 10.060294155438555 200.0 5.5 17.310808959640205 14.451800346374512
8155 1901 90.5 20.5 13.675026572350333 271.5 21.0 5.905349045058507 85.95120239257812
8084 1902 229.0 13.5 6.931216548158464 316.5 18.75 0.0 137.25999450683594
8135 6102 256.0 10.5 -26.988309860229492 231.0 4.0 3.5010627700436103 33.42729949951172
8137 1902 334.5 9.0 1.520921741521633 182.0 7.250000000000006 10.718586273899717 177.11900329589844
8137 6103 304.0 4.25 34.48292773915476 184.5 3.5 24.51512684814969 3.764470100402832
8137 3701 358.5 7.0 15.826632973127118 359.5 2.499999999999999 13.030211427258891 178.21400451660156
8140 3702 311.5 3.75 10.79605495590053 122.0 5.0 13.278589240201509 108.31999969482422
8713 3703 38.5 7.0 8.289443342170017 98.0 89.75 4.601850394858232 101.6969985961914
8143 1902 209.0 31.75 57.176700670409915 51.0 39.5 10.66458307862218 52.857200622558594
8141 3704 226.5 7.5 12.078832013046082 230.0 7.75 9.062857819046386 49.65549850463867
8143 6103 244.0 2.25 -0.23445378893953261 314.0 2.0 2.63752102096991 108.83100128173828
8143 3703 160.5 13.75 5.968982444256177 125.5 11.25 0.531450772159392 133.46800231933594
8143 6104 26.5 1.5 13.805990040324787 25.0 4.5 -1.4706732316058293 20.395599365234375
8243 3701 113.0 14.75 -0.676118366158903 191.5 13.0 9.745559740908966 17.962499618530273
10001 6103 184.0 15.000000000000004 -6.965709686279297 254.0 6.0 12.352970649321747 32.074501037597656
8721 1901 128.0 15.5 34.97451042821123 103.5 18.0 23.423283552122005 127.27899932861328
8728 3701 155.0 2.5 -7.657624775354094 173.5 3.75 15.59898445924457 5.265379905700684
8158 12704 122.5 0.5 -471.9292119989806 183.0 23.25 12.635935003211891 13.01259994506836
8158 12703 213.5 2.0 -5.50454122833807 215.0 72.5 2.8424761970767243 109.9530029296875
9512 3702 133.0 4.0 24.070211151715867 127.5 4.5 9.773268369131138 129.39500427246094
9512 3701 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 28.389400482177734
9512 1901 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 120.6050033569336
9512 6102 161.0 9.0 6.618055560603036 176.5 6.749999999999998 9.189963894986974 133.7550048828125
9512 12703 336.0 3.75 64.2212010517607 283.0 79.5 22.103794520782678 17.2007999420166
9512 12702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 35.74359893798828
10001 9102 96.5 9.25 -4.736645942350727 123.0 4.25 -13.989715970134768 115.74500274658203
9181 12701 341.5 5.0 59.38742732173583 14.0 23.25 3.4931897177870965 86.49829864501953
9181 12704 285.5 70.5 25.03043810024363 291.0 12.5 5.823526304809908 5.4864301681518555
9183 6104 138.0 5.0 -3.4404648118014833 108.0 8.0 -3.2829530984500224 117.12999725341797
9182 3703 185.5 3.75 2.6110149530700832 169.5 3.5 -3.2712275187174455 169.4810028076172
8725 1902 8.0 0.5 -80.51641634951439 23.5 40.50000000000001 4.8227104512333225 64.31649780273438
8725 6101 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 169.25
8725 3704 238.0 18.0 5.2066059539180785 238.5 20.25 2.108372324633894 6.230820178985596
8725 12703 7.0 13.499999999999998 -2.824034591633037 124.5 89.75 -0.18830015094146724 135.79600524902344
8548 3701 240.0 5.25 28.648576165141424 249.5 9.5 16.3898221751094 78.1886978149414
8482 12704 109.0 1.0 0.43124123042506124 215.5 11.0 41.107213707331056 87.28949737548828
8548 12705 141.5 6.25 2.3201432354768485 162.0 6.75 12.43446159362793 143.64700317382812
8483 9101 116.5 14.25 17.404400709255654 272.0 3.75 12.808336973190308 86.94419860839844
9026 12701 4.5 1.75 33.96675018879131 8.5 1.25 20.427914487598215 8.462220191955566
8555 6104 313.5 1.25 16.001094978129117 65.5 23.0 6.1553420767315545 36.124900817871094
8612 6101 165.0 2.5 33.396349539092256 163.5 1.5 29.157134438607457 163.59100341796875
8078 1902 257.0 5.75 16.325467129350812 255.5 9.0 9.664017382194004 106.45999908447266
8156 9101 42.5 4.75 0.0 279.0 89.75 8.773916990537476 111.61299896240234
8618 6102 37.0 9.0 8.310808569441289 253.0 4.5 1.8297354745081975 66.73030090332031
8618 12705 217.0 1.5 43.55783805183387 197.5 89.75 26.205845023577893 149.7469940185547
8618 6104 312.0 1.5 6.88046114177105 309.0 4.25 6.451207265976564 132.1179962158203
7815 6102 169.0 25.0 -7.870361209594447 257.0 2.75 2.5550670152411996 175.1790008544922
7977 12702 25.0 76.25 0.0 297.0 10.0 0.0 9.928770065307617
7977 3701 244.0 5.5 -15.5004649469575 57.0 8.75 -10.611246067712527 59.060001373291016
8977 3701 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 157.36900329589844
8717 6101 343.5 8.5 -8.961789862324757 339.5 5.0 -6.652695042971163 162.44900512695312
8717 12702 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 43.641300201416016
9486 6103 999999.0 999999.0 999999.0 999999.0 999999.0 999999.0 84.22889709472656
8549 9101 269.5 1.75 53.030501398668626 55.0 9.25 0.3067359406767549 176.7830047607422
